Date,SPY,EEM,AGG,VNQ
2004-09-30,-0.0007150343056354647,0.005244645032155493,0.001463373567589743,0.00802386693332613
2004-10-01,0.01691095894717387,0.019130213981570332,-0.0017883851217870284,0.018507614079836587
2004-10-04,0.0016717590297574692,0.01706499551174878,0.00029390329390133196,0.004298477098153564
2004-10-05,0.0005268541817557981,-0.007382776675837643,-9.860072991008106e-05,-0.00019449406834970429
2004-10-06,0.006848184399775636,0.011550935360465475,-0.0018582297886809984,0.004669789539749614
2004-10-07,-0.010725650877983606,-0.008522346978730555,0.0,-0.010265418184883912
2004-10-08,-0.008285122912223497,-0.007303706200934679,0.004902718449377064,0.004892678215492774
2004-10-11,0.004088373168764203,0.005206576257784423,0.0009743962020614116,-0.0038949733940361053
2004-10-12,-0.0038949565609611714,-0.015763807896552406,-0.0009734476783408441,0.0033243369537987455
2004-10-13,-0.008797617630405208,-0.013556821037601363,0.0014620708342272248,0.0025323628893729744
2004-10-14,-0.008069328656038932,-0.01362734698594159,0.004773873853099353,0.007774713934557198
2004-10-15,0.005604490476094792,0.01334521318183679,-0.0018432982302807321,0.010221858914472248
2004-10-18,0.0037746193191241506,0.010616659811971907,-0.0008734244728340057,0.005345223702826196
2004-10-19,-0.008416735683060339,-0.0048218127510631925,0.0004859684642117834,-0.005316804195019786
2004-10-20,-0.001987104494206915,-0.006287744569227316,0.0034986315591856165,-0.00477293209545937
2004-10-21,0.006515043451910563,0.014396682502594738,-0.0025177010391556065,0.010166680674782658
2004-10-22,-0.011237257793259126,-0.007153728171968354,0.0024265952033017957,-0.00797511545977947
2004-10-25,-0.0011815775704078213,0.002709189264104017,0.00116225759313493,-0.004785538909915288
2004-10-26,0.015292125378674415,0.003620911414166983,-0.002901871009718393,0.009424722012148168
2004-10-27,0.012013408000152825,0.017182361481709485,-0.002231325172268317,0.011814026717478887
2004-10-28,0.003012605250417133,-0.004954884227976963,0.0011676943355865,0.0005649820317337184
2004-10-29,-0.00017677990891329376,0.0039044333188200664,0.0026215842431425163,-0.0005646630072806413
2004-11-01,0.0027380700770931465,0.007440547160695976,-0.002146490360882658,0.009792691589892932
2004-11-02,0.00035225734755606197,0.002293570335354378,-0.0008761989015272365,-0.009697724762173343
2004-11-03,0.01259395586336387,0.014569822977504643,0.002143284133024448,0.010169856731294225
2004-11-04,0.013654951631381751,0.015130867910342571,-0.0008751645805530339,0.015100405416877516
2004-11-05,0.0062631507397865605,0.0037938313907737164,-0.0025289203843976704,-0.026997733732250784
2004-11-08,-0.0014495484656529278,-0.011284855904832525,-0.003609684744695918,0.0026424353741816287
2004-11-09,-0.001963699004650099,0.006444158233457786,0.0023490726852346544,0.0037652806099799374
2004-11-10,0.0007692412864490628,0.0011395254013215617,-0.0011716739479088467,0.007126883281934893
2004-11-11,0.007609470372722971,0.011382140077444092,0.0009776868728792465,0.00819378918457958
2004-11-12,0.007890298000033935,0.016880641684500652,0.0011726346974245683,0.019578814211537177
2004-11-15,0.00245657018990042,0.0009484715874421568,0.0004872821123591553,0.012681160205191055
2004-11-16,-0.007158351533849583,-0.011424903597430425,-0.0009748204278159367,-0.006082429528555422
2004-11-17,0.005937988739255884,0.022581728230129272,0.002537459812884224,-0.0232177093942334
2004-11-18,0.0013492781757233896,0.0018229216414031857,0.00039032778120229317,-0.0016589334385348486
2004-11-19,-0.011116569428882062,-0.014296696956008548,-0.0020441723290376412,-0.010335726371856646
2004-11-22,0.004769174715376856,0.003903039416521814,0.001560024886720468,0.006900209804701074
2004-11-23,0.0015259567328242962,0.0017339844180705999,-0.0005842714505016611,0.004260274822145194
2004-11-24,0.002369222485904876,0.010646732469388187,0.0009744037199088673,0.017336682020649086
2004-11-26,-0.0007601106305865635,0.016606012290198535,-0.002920657347788347,-0.0010878514868098987
2004-11-29,-0.00456231891032155,-0.006125762036551241,-0.002732839146384336,-0.0036292814878604585
2004-11-30,0.0006792882034150072,0.0018491234923421196,0.0004891975597347553,0.005464230920998681
2004-12-01,0.011366279930767664,0.007638349887254758,-0.0037482896906707586,0.019383776929289942
2004-12-02,0.000838950186337506,-0.0014752110249691697,0.0018717010707389736,-0.008530033628973532
2004-12-03,-0.0006705407336686786,0.004535058507308065,0.00580084467022135,0.013443258077083575
2004-12-06,-0.00033563746908127357,-0.0014206175858245684,0.0010752771426216778,0.004774875463319228
2004-12-07,-0.009311711225288066,-0.015340109295395088,0.0013673696994813689,-0.012673642363541737
2004-12-08,0.005842922352933488,-0.005261860805564567,0.0034138292473304688,0.0026742380033448754
2004-12-09,0.0035356532791976925,-0.016283694730095388,-0.0013615829974520377,0.007290377616691712
2004-12-10,0.001006966104874385,-0.0010014732762925194,-0.001263744742032169,0.008473152322372002
2004-12-13,0.008715325013868291,0.01519786784754995,0.0014604713480335096,-0.0028004583816535478
2004-12-14,0.003488773037678916,0.00920025614885267,0.0009729789149368617,-0.0008779787530317495
2004-12-15,0.0007452289815677027,0.013855543748592991,0.002236191925232056,0.001932544718615814
2004-12-16,-0.0005793051665944349,-0.005029637324604264,-0.0038804719557162803,-0.00911795341567212
2004-12-17,-0.006669939793852886,-0.0022973254277754984,-0.0024339972140277055,0.011325497355329839
2004-12-20,0.0002512290259546468,0.01305009584178718,0.0009769662484999664,-0.00349918061188792
2004-12-21,0.007700664441193439,0.009598310068118288,0.0,0.011413026497606449
2004-12-22,0.002409040886525604,-0.00025017877247690556,0.0021445904990597953,0.007456309021985241
2004-12-23,0.0007459426785363377,0.0068039013532055215,0.00048674391657343996,-0.007577190073761453
2004-12-27,-0.002070487465555937,-0.0007547344678793255,-0.0037931567960465262,-0.007457465734088231
2004-12-28,0.005476390136525344,0.005187069945441047,-0.0004883595364909565,0.0037567068510089285
2004-12-29,0.001485544297082031,0.005510186360843772,-0.00019514734098613484,0.005702965747274247
2004-12-30,-0.0018953695229176892,-0.00254056175215267,0.00205207480142211,0.0047846402098778995
