Date,SPY,EEM,AGG,VNQ
2004-09-29,75.28730773925781,12.359328269958496,51.8828010559082,19.877973556518555
2004-09-30,75.23347473144531,12.424148559570312,51.95872497558594,20.037471771240234
2004-10-01,76.50574493408203,12.661825180053711,51.86580276489258,20.40831756591797
2004-10-04,76.6336441040039,12.877899169921875,51.881046295166016,20.496042251586914
2004-10-05,76.67401885986328,12.782824516296387,51.87593078613281,20.492055892944336
2004-10-06,77.1990966796875,12.9304780960083,51.77953338623047,20.587749481201172
2004-10-07,76.37108612060547,12.820280075073242,51.77953338623047,20.376407623291016
2004-10-08,75.73834228515625,12.726644515991211,52.03339385986328,20.476102828979492
2004-10-11,76.04798889160156,12.792906761169434,52.0840950012207,20.39634895324707
2004-10-12,75.75178527832031,12.591241836547852,52.03339385986328,20.464153289794922
2004-10-13,75.0853500366211,12.420544624328613,52.10947036743164,20.515975952148438
2004-10-14,74.47946166992188,12.251285552978516,52.35823440551758,20.67548179626465
2004-10-15,74.89688110351562,12.41478157043457,52.261722564697266,20.886823654174805
2004-10-18,75.1795883178711,12.546585083007812,52.2160758972168,20.99846839904785
2004-10-19,74.54682159423828,12.486087799072266,52.241451263427734,20.886823654174805
2004-10-20,74.39868927001953,12.407578468322754,52.424224853515625,20.787132263183594
2004-10-21,74.8833999633789,12.586206436157227,52.292236328125,20.99846839904785
2004-10-22,74.04191589355469,12.49616813659668,52.41912841796875,20.831003189086914
2004-10-25,73.95442962646484,12.530022621154785,52.48005294799805,20.73131561279297
2004-10-26,75.0853500366211,12.575392723083496,52.327762603759766,20.92670249938965
2004-10-27,75.98738098144531,12.791467666625977,52.211002349853516,21.173931121826172
2004-10-28,76.21630096435547,12.728087425231934,52.271968841552734,21.185894012451172
2004-10-29,76.20282745361328,12.777783393859863,52.40900421142578,21.173931121826172
2004-11-01,76.4114761352539,12.872857093811035,52.2965087890625,21.38128089904785
2004-11-02,76.43839263916016,12.902381896972656,52.25068664550781,21.173931121826172
2004-11-03,77.40105438232422,13.090367317199707,52.362674713134766,21.389266967773438
2004-11-04,78.45796203613281,13.288435935974121,52.31684875488281,21.71225357055664
2004-11-05,78.94935607910156,13.338850021362305,52.18454360961914,21.12607192993164
2004-11-08,78.83491516113281,13.188323020935059,51.99617385864258,21.181896209716797
2004-11-09,78.68010711669922,13.273310661315918,52.118316650390625,21.26165199279785
2004-11-10,78.74063110351562,13.288435935974121,52.0572509765625,21.41318130493164
2004-11-11,79.33980560302734,13.43968677520752,52.10814666748047,21.58863639831543
2004-11-12,79.9658203125,13.666557312011719,52.16925048828125,22.011316299438477
2004-11-15,80.16226196289062,13.679519653320312,52.194671630859375,22.29044532775879
2004-11-16,79.58843231201172,13.523232460021973,52.14379119873047,22.154865264892578
2004-11-17,80.06102752685547,13.82861042022705,52.27610397338867,21.640480041503906
2004-11-18,80.16905212402344,13.853818893432617,52.2965087890625,21.60457992553711
2004-11-19,79.27784729003906,13.655755043029785,52.189605712890625,21.38128089904785
2004-11-22,79.65593719482422,13.709053993225098,52.27102279663086,21.52881622314453
2004-11-23,79.7774887084961,13.73282527923584,52.240482330322266,21.620534896850586
2004-11-24,79.96649932861328,13.879034996032715,52.291385650634766,21.995363235473633
2004-11-26,79.90571594238281,14.10951042175293,52.1386604309082,21.971435546875
2004-11-29,79.5411605834961,14.023078918457031,51.99617385864258,21.891695022583008
2004-11-30,79.5951919555664,14.049009323120117,52.021610260009766,22.011316299438477
2004-12-01,80.49989318847656,14.156320571899414,51.82661819458008,22.437978744506836
2004-12-02,80.56742858886719,14.13543701171875,51.923622131347656,22.24658203125
2004-12-03,80.5134048461914,14.199542045593262,52.224822998046875,22.5456485748291
2004-12-06,80.48638153076172,14.179369926452637,52.28097915649414,22.653301239013672
2004-12-07,79.7369155883789,13.961856842041016,52.35246658325195,22.366201400756836
2004-12-08,80.20281219482422,13.888391494750977,52.53118896484375,22.426013946533203
2004-12-09,80.48638153076172,13.662237167358398,52.45966339111328,22.589508056640625
2004-12-10,80.56742858886719,13.648554801940918,52.393367767333984,22.780912399291992
2004-12-13,81.26959991455078,13.85598373413086,52.469886779785156,22.71711540222168
2004-12-14,81.55313110351562,13.9834623336792,52.520938873291016,22.69717025756836
2004-12-15,81.61390686035156,14.177210807800293,52.63838577270508,22.74103355407715
2004-12-16,81.5666275024414,14.105904579162598,52.43412399291992,22.533681869506836
2004-12-17,81.0225830078125,14.073498725891113,52.30649948120117,22.78888702392578
2004-12-20,81.04293823242188,14.257159233093262,52.357601165771484,22.709144592285156
2004-12-21,81.66702270507812,14.394003868103027,52.357601165771484,22.968324661254883
2004-12-22,81.86376190185547,14.390402793884277,52.469886779785156,23.139583587646484
2004-12-23,81.9248275756836,14.488313674926758,52.495426177978516,22.964250564575195
2004-12-27,81.75520324707031,14.477378845214844,52.296302795410156,22.79299545288086
2004-12-28,82.20292663574219,14.552474021911621,52.2707633972168,22.87862205505371
2004-12-29,82.32504272460938,14.632660865783691,52.260562896728516,23.009098052978516
2004-12-30,82.16900634765625,14.59548568725586,52.36780548095703,23.11918830871582
2004-12-31,81.9926528930664,14.715778350830078,52.43638229370117,23.058027267456055
2005-01-03,81.6059799194336,14.562679290771484,52.43638229370117,22.78891944885254
2005-01-04,80.60882568359375,14.114313125610352,52.38520812988281,22.4464111328125
2005-01-05,80.05256652832031,13.941532135009766,52.36469650268555,21.700233459472656
2005-01-06,80.45955657958984,13.932052612304688,52.40058898925781,21.867420196533203
2005-01-07,80.34423065185547,13.959027290344238,52.38520812988281,21.818492889404297
2005-01-10,80.72413635253906,13.976523399353027,52.359580993652344,21.74916648864746
2005-01-11,80.16786193847656,13.950274467468262,52.431278228759766,21.52898597717285
2005-01-12,80.43244171142578,14.121603012084961,52.50809097290039,21.427043914794922
2005-01-13,79.78799438476562,14.063282012939453,52.636085510253906,21.427043914794922
2005-01-14,80.20858001708984,14.314797401428223,52.44664001464844,21.692079544067383
2005-01-18,81.04293823242188,14.289281845092773,52.584903717041016,21.90411376953125
2005-01-19,80.19502258300781,14.092437744140625,52.66170120239258,21.924495697021484
2005-01-20,79.70658874511719,13.91746711730957,52.73337936401367,21.855180740356445
2005-01-21,79.21817779541016,14.107020378112793,52.758995056152344,21.87556266784668
2005-01-24,79.0621566772461,14.085152626037598,52.769256591796875,21.700233459472656
2005-01-25,79.28600311279297,14.21273422241211,52.67707061767578,21.29248809814453
2005-01-26,79.52345275878906,14.420512199401855,52.651493072509766,21.22726058959961
2005-01-27,79.65911865234375,14.434361457824707,52.57971954345703,21.07638931274414
2005-01-28,79.65911865234375,14.447481155395508,52.758995056152344,21.1090030670166
2005-01-31,80.154296875,14.637765884399414,52.692413330078125,21.08453941345215
2005-02-01,80.6630859375,14.763163566589355,52.748409271240234,21.23948860168457
2005-02-02,80.90729522705078,14.809819221496582,52.78950119018555,21.475975036621094
2005-02-03,80.6969985961914,14.794510841369629,52.722721099853516,21.541217803955078
2005-02-04,81.5584716796875,15.025618553161621,52.943580627441406,21.83479118347168
2005-02-07,81.44998931884766,15.073007583618164,52.953857421875,21.761398315429688
2005-02-08,81.5449447631836,15.102169036865234,52.98470687866211,21.814414978027344
2005-02-09,80.93441009521484,15.053319931030273,53.128440856933594,21.953041076660156
2005-02-10,81.22608947753906,15.126227378845215,52.856327056884766,22.12021255493164
2005-02-11,81.9248275756836,15.273488998413086,52.928218841552734,22.185453414916992
2005-02-14,81.86376190185547,15.382848739624023,52.93846130371094,22.189525604248047
2005-02-15,82.16900634765625,15.419304847717285,52.83572006225586,22.287391662597656
2005-02-16,82.22329711914062,15.371916770935059,52.77406311035156,22.417871475219727
2005-02-17,81.5584716796875,15.346399307250977,52.748409271240234,22.401569366455078
2005-02-18,81.66702270507812,15.535223960876465,52.76383972167969,22.205839157104492
2005-02-22,80.45278930664062,15.478353500366211,52.61491012573242,21.569761276245117
2005-02-23,81.0293960571289,15.549802780151367,52.640533447265625,21.488210678100586
2005-02-24,81.56525421142578,15.791122436523438,52.589195251464844,21.5045108795166
2005-02-25,82.37251281738281,16.082012176513672,52.63544464111328,21.814414978027344
2005-02-28,81.829833984375,16.055028915405273,52.496707916259766,21.753246307373047
2005-03-01,82.23689270019531,16.10023307800293,52.45915222167969,21.981590270996094
2005-03-02,82.19613647460938,15.834860801696777,52.392181396484375,21.83479118347168
2005-03-03,82.23009490966797,15.878604888916016,52.43339157104492,21.953041076660156
2005-03-04,83.25440216064453,16.068159103393555,52.582801818847656,22.36486053466797
2005-03-07,83.29508209228516,16.173860549926758,52.59817886352539,22.470874786376953
2005-03-08,82.98302459716797,16.0506591796875,52.48492431640625,22.3444766998291
2005-03-09,82.06049346923828,15.958796501159668,52.16554260253906,21.71246910095215
2005-03-10,82.24366760253906,15.805700302124023,52.10374069213867,21.8592586517334
2005-03-11,81.66702270507812,15.716754913330078,52.144920349121094,21.6146183013916
2005-03-14,82.1758041381836,15.596463203430176,52.124366760253906,21.91634750366211
2005-03-15,81.49746704101562,15.207879066467285,52.13465118408203,21.88779640197754
2005-03-16,80.80551147460938,15.07884407043457,52.17073440551758,21.626840591430664
2005-03-17,80.96830749511719,15.353687286376953,52.16042709350586,21.855180740356445
2005-03-18,80.72792053222656,15.284432411193848,52.124366760253906,21.777711868286133
2005-03-21,80.42827606201172,15.063531875610352,52.124366760253906,21.630916595458984
2005-03-22,79.6111068725586,14.78503704071045,51.84104919433594,21.243560791015625
2005-03-23,79.67915344238281,14.59766960144043,51.908016204833984,21.206863403320312
2005-03-24,79.77450561523438,14.581631660461426,51.93891143798828,21.249784469604492
2005-03-28,79.89025115966797,14.682241439819336,51.8359260559082,21.14249610900879
2005-03-29,79.35910034179688,14.30240535736084,51.805015563964844,21.15074348449707
2005-03-30,80.4827651977539,14.628287315368652,51.959510803222656,21.43132972717285
2005-03-31,80.3329086303711,14.78503704071045,51.98527145385742,21.381820678710938
2005-04-01,79.9720230102539,14.872523307800293,52.29182815551758,21.39418601989746
2005-04-04,80.10823822021484,14.905326843261719,52.22976303100586,21.299299240112305
2005-04-05,80.48956298828125,14.90168285369873,52.126399993896484,21.249784469604492
2005-04-06,80.76880645751953,15.105815887451172,52.2607307434082,21.361190795898438
